blockgroup_id,total_pop,white_pop,black_pop,hispanic_pop,median_household_income,poverty_rate,total_arrests,unique_individuals,discretionary_arrests,discretionary_per_1000,total_per_1000,unique_per_1000,cumulative_pop,cumulative_pop_pct,policing_category
450190031111,983,289,568,184,47542.0,,675,204,251,255.34079348931843,686.6734486266531,207.52797558494404,23359,5.645788921598484,Ultra-Policed
450150208092,532,307,44,236,72454.0,,342,55,134,251.87969924812032,642.8571428571429,103.38345864661653,23891,5.774371468209657,Ultra-Policed
450190028012,814,669,137,0,79176.0,,275,55,199,244.47174447174447,337.8378378378378,67.56756756756756,24705,5.971112432385399,Ultra-Policed
450190044002,1075,316,759,52,37024.0,,737,206,230,213.95348837209303,685.5813953488372,191.62790697674419,25780,6.2309361872857965,Ultra-Policed
450150208101,731,581,94,24,104432.0,,523,165,153,209.30232558139537,715.4582763337893,225.71819425444596,26511,6.407616340618066,Ultra-Policed
450190034003,991,97,740,169,,,566,143,207,208.87991927346113,571.1402623612513,144.2986881937437,27502,6.647137588158804,Ultra-Policed
450190033002,1208,149,810,232,36337.0,,597,175,252,208.60927152317882,494.20529801324506,144.86754966887418,28710,6.939106979711994,Highly Policed
450150207161,1357,780,531,17,56625.0,,504,129,280,206.33750921149593,371.4075165806927,95.06263817243921,30067,7.26708915217696,Highly Policed
450150205051,1349,378,831,173,67664.0,,634,162,274,203.11341734618236,469.97776130467014,120.08895478131949,31416,7.593137752512435,Highly Policed
450190031052,1859,591,869,734,41136.0,,901,200,376,202.25927918235612,484.66917697686927,107.58472296933836,33275,8.042451576102982,Highly Policed
450150210003,920,570,47,160,,,477,148,182,197.82608695652175,518.4782608695651,160.86956521739128,34195,8.264812370994484,Highly Policed
450190047012,329,275,38,0,,,127,24,62,188.4498480243161,386.0182370820669,72.9483282674772,34524,8.344330524819815,Highly Policed
450150208071,1966,641,571,369,93922.0,,1053,308,341,173.44862665310274,535.6052899287894,156.66327568667347,36490,8.819505875642308,Highly Policed
450190027024,1294,560,652,81,,,608,155,223,172.3338485316847,469.86089644513135,119.78361669242658,37784,9.13226116758753,Highly Policed
450150207121,1439,1340,45,37,66429.0,,507,130,245,170.2571230020848,352.3280055594162,90.34051424600418,39223,9.480062454379782,Highly Policed
450150207072,1891,1183,507,53,60573.0,,594,120,320,169.22263352723428,314.11951348492863,63.458487572712855,41114,9.937110566488293,Highly Policed
450150205042,1331,627,584,117,56875.0,,423,85,217,163.03531179564237,317.8061607813674,63.8617580766341,42445,10.258808629532414,Highly Policed
450150207073,1613,974,608,0,77945.0,,466,107,259,160.57036577805331,288.90266584004956,66.33601983880968,44058,10.648665110141103,Highly Policed
450190031042,2285,806,1264,586,39665.0,,879,295,366,160.1750547045952,384.6827133479212,129.10284463894968,46343,11.200941649627062,Highly Policed
450190034001,661,61,457,61,29196.0,,307,115,105,158.8502269288956,464.44780635400906,173.97881996974283,47004,11.360703046826282,Highly Policed
450150207173,1394,703,521,191,112708.0,,331,57,215,154.23242467718796,237.4461979913917,40.88952654232424,48398,11.697627990390147,Highly Policed
450190009002,974,614,335,13,72857.0,,450,133,146,149.89733059548254,462.0123203285421,136.55030800821356,49372,11.933040397155716,Highly Policed
450150205032,1790,1163,606,0,51847.0,,686,155,267,149.16201117318437,383.24022346368713,86.59217877094973,51162,12.3656771611294,Highly Policed
450190038003,1582,140,1411,8,58750.0,,661,148,233,147.2819216182048,417.82553729456384,93.55246523388116,52744,12.748041049736308,Highly Policed
450190020042,252,252,0,0,124141.0,,58,20,36,142.85714285714286,230.15873015873015,79.36507936507937,52996,12.808948571815284,Highly Policed
450190027023,1186,187,941,0,54962.0,,417,98,166,139.9662731871838,351.60202360876895,82.63069139966272,54182,13.095600640012375,Highly Policed
