blockgroup_id,total_pop,white_pop,black_pop,hispanic_pop,median_household_income,poverty_rate,total_arrests,unique_individuals,discretionary_arrests,discretionary_per_1000,total_per_1000,unique_per_1000,cumulative_pop,cumulative_pop_pct,policing_category
450190028013,1913,1678,166,16,92102.0,,145,58,64,33.455305802404595,75.79717720857292,30.318870883429167,285707,69.05438655007227,Normally Policed
450190026131,1142,917,1,195,121205.0,,74,38,38,33.274956217162874,64.79859894921191,33.274956217162874,286849,69.33040397155715,Normally Policed
450150205043,1745,627,1080,0,61806.0,,158,58,56,32.09169054441261,90.54441260744986,33.2378223495702,288594,69.75216439230245,Normally Policed
450190031131,2743,1122,1261,654,44432.0,,335,98,88,32.08166241341596,122.12905577834488,35.72730586948596,291337,70.41513793620179,Normally Policed
450190020063,2742,2251,176,4,113227.0,,271,70,84,30.63457330415755,98.83296863603209,25.528811086797955,294079,71.07786978358493,Normally Policed
450190006001,1065,946,53,5,93189.0,,72,31,31,29.10798122065728,67.6056338028169,29.10798122065728,295144,71.33527657332347,Normally Policed
450150207131,7284,5594,503,801,98611.0,,455,168,211,28.967600219659527,62.46567819879188,23.064250411861615,302428,73.09579399722533,Normally Policed
450190026123,968,566,90,11,73033.0,,125,48,28,28.925619834710744,129.13223140495867,49.586776859504134,303396,73.32975622489377,Normally Policed
450190020061,834,798,0,36,91875.0,,51,22,24,28.77697841726619,61.15107913669065,26.378896882494004,304230,73.53133111939324,Normally Policed
450190036003,733,674,14,14,95694.0,,104,24,21,28.649386084583902,141.88267394270125,32.74215552523874,304963,73.70849466575788,Normally Policed
450190028011,2306,1706,516,55,,,145,53,62,26.886383347788378,62.87944492627927,22.98352124891587,307269,74.26584683208375,Normally Policed
450190039001,793,452,289,23,,,71,24,21,26.481715006305173,89.53341740226986,30.264817150063053,308062,74.45751216941959,Normally Policed
450190031102,1083,538,464,78,44474.0,,82,29,28,25.85410895660203,75.71560480147738,26.77746999076639,309145,74.71926949644948,Normally Policed
450190031073,4972,1562,1941,619,73082.0,,495,194,126,25.341914722445697,99.5575221238938,39.01850362027353,314117,75.92098457492834,Normally Policed
450190046074,1478,1194,120,18,56887.0,,93,40,36,24.35723951285521,62.92286874154263,27.06359945872801,315595,76.27821202585186,Normally Policed
450190058001,3117,1394,1596,181,57219.0,,226,79,75,24.06159769008662,72.50561437279434,25.344882900224576,318712,77.03158006680492,Normally Policed
450190001002,548,536,0,7,153750.0,,28,8,13,23.722627737226276,51.09489051094891,14.598540145985401,319260,77.16402975767507,Normally Policed
450190026112,1695,1216,102,193,68636.0,,104,36,39,23.008849557522122,61.35693215339233,21.238938053097346,320955,77.57370535261104,Normally Policed
450190035002,2181,1976,42,79,104329.0,,101,39,50,22.925263640531863,46.30903255387437,17.881705639614854,323136,78.10084545441363,Normally Policed
450150208121,4691,4008,210,359,113125.0,,252,80,103,21.956938819015136,53.71988914943509,17.053933063312726,327827,79.2346438118441,Normally Policed
450190027022,1188,762,392,0,115406.0,,94,29,26,21.885521885521886,79.12457912457913,24.410774410774412,329015,79.52177927307356,Normally Policed
450190046101,2809,2277,266,104,119866.0,,183,58,61,21.715913136347453,65.14773940904236,20.64791740833037,331824,80.2007047870412,Normally Policed
450190046121,1442,1247,108,0,93703.0,,71,40,31,21.497919556171983,49.237170596393895,27.739251040221916,333266,80.549231163382,Normally Policed
450150208113,1726,573,796,265,41447.0,,148,49,37,21.436848203939746,85.74739281575899,28.389339513325606,334992,80.96639935031976,Normally Policed
450190011001,1102,905,176,0,,,70,38,23,20.87114337568058,63.52087114337568,34.48275862068965,336094,81.23274891115719,Normally Policed
450190026132,2300,1553,334,365,54900.0,,149,43,48,20.869565217391305,64.78260869565219,18.695652173913043,338394,81.78865089838595,Normally Policed
450190046124,4037,3122,313,400,45579.0,,222,80,81,20.064404260589548,54.99133019568987,19.816695566014367,342431,82.7643797342305,Normally Policed
450190047011,764,653,111,0,85862.0,,37,19,15,19.63350785340314,48.42931937172775,24.869109947643977,343195,82.94903587259694,Normally Policed
450190026133,1085,398,687,0,,,98,21,21,19.35483870967742,90.32258064516128,19.35483870967742,344280,83.21127659265919,Normally Policed
450190020051,1654,1649,0,54,122917.0,,75,30,32,19.347037484885124,45.34461910519952,18.13784764207981,345934,83.61104263043153,Normally Policed
450190046142,2383,2217,0,22,122321.0,,96,41,46,19.303399076793955,40.285354595048254,17.205203524968525,348317,84.18700542850375,Normally Policed
450190007002,1192,806,219,50,,,49,19,23,19.29530201342282,41.10738255033557,15.939597315436243,349509,84.47510767579796,Normally Policed
450150204041,3428,2459,632,98,88609.0,,170,60,65,18.961493582263714,49.59159859976663,17.50291715285881,352937,85.303643333285,Normally Policed
450190026062,1569,1409,94,8,111929.0,,59,16,29,18.483110261312937,37.60356915232632,10.197578075207138,354506,85.68286516718148,Normally Policed
450150209043,732,128,347,257,76083.0,,58,28,13,17.759562841530055,79.23497267759564,38.25136612021858,355238,85.85978701702993,Normally Policed
450190019021,3352,2430,585,215,91771.0,,173,62,55,16.408114558472555,51.6109785202864,18.496420047732695,358590,86.6699537392868,Normally Policed
450190026124,1139,1078,61,50,135673.0,,71,31,18,15.803336259877087,62.33538191395961,27.216856892010536,359729,86.94524607122312,Normally Policed
450190031151,3102,2538,344,121,45905.0,,136,62,49,15.796260477111542,43.84268214055448,19.987105093488072,362831,87.6949886644334,Normally Policed
450190030002,1765,1659,2,1,145882.0,,36,6,27,15.29745042492918,20.39660056657224,3.3994334277620397,364596,88.12158301550241,Normally Policed
450190005001,687,676,0,2,98239.0,,15,9,10,14.556040756914118,21.83406113537118,13.100436681222707,365283,88.28762852212249,Normally Policed
450190049023,791,769,0,22,107450.0,,16,8,11,13.90644753476612,20.2275600505689,10.11378002528445,366074,88.47881046642594,Normally Policed
450190021051,1301,1264,11,11,131250.0,,25,8,18,13.835511145272866,19.21598770176787,6.149116064565718,367375,88.79325763398447,Normally Policed
450190001003,723,720,3,38,160288.0,,36,12,10,13.831258644536652,49.792531120331944,16.597510373443985,368098,88.96800421518725,Normally Policed
450150207241,3684,2553,393,550,66250.0,,112,50,50,13.572204125950055,30.40173724212812,13.572204125950055,371782,89.858414180818,Normally Policed
450190020072,2156,2070,26,4,179643.0,,59,20,29,13.450834879406308,27.36549165120594,9.27643784786642,373938,90.37951186971591,Normally Policed
450190049011,857,850,0,14,185000.0,,28,13,11,12.835472578763126,32.67211201866978,15.169194865810969,374795,90.58664578408766,Normally Policed
450190026061,860,807,34,3,101364.0,,28,7,11,12.790697674418604,32.55813953488372,8.13953488372093,375655,90.79450478800798,Normally Policed
450190020052,2466,2442,0,10,91667.0,,72,36,31,12.570965125709652,29.197080291970803,14.598540145985401,378121,91.39052839692368,Normally Policed
450190004002,2022,1433,239,55,47768.0,,48,24,25,12.363996043521267,23.738872403560833,11.869436201780417,380143,91.87923875265261,Normally Policed
450190047021,1896,1711,38,55,90843.0,,62,27,23,12.130801687763713,32.70042194092827,14.240506329113924,382039,92.33749534734206,Normally Policed
450190026122,842,713,129,8,68947.0,,17,6,10,11.876484560570072,20.19002375296912,7.125890736342043,382881,92.54100381397102,Normally Policed
450190047014,2924,2459,413,0,128125.0,,69,39,34,11.627906976744185,23.59781121751026,13.337893296853625,385805,93.2477244273001,Normally Policed
450190005002,777,711,19,12,82005.0,,19,7,8,10.296010296010296,24.45302445302445,9.00900900900901,386582,93.43552262037696,Normally Policed
450190032001,816,532,171,64,56667.0,,25,10,8,9.803921568627452,30.637254901960784,12.254901960784313,387398,93.63274697758507,Normally Policed
450190030001,1925,1822,0,66,115833.0,,49,25,17,8.831168831168831,25.454545454545457,12.987012987012989,389323,94.09801277124392,Normally Policed
450190020071,1400,1352,9,2,144063.0,,40,19,12,8.571428571428571,28.57142857142857,13.571428571428571,390723,94.4363878939049,Normally Policed
450190049021,481,414,0,6,175156.0,,9,4,4,8.316008316008316,18.711018711018713,8.316008316008316,391204,94.55264391819055,Normally Policed
450190047013,2600,2504,0,0,108976.0,,33,13,21,8.076923076923077,12.692307692307692,5.0,393804,95.18105486027525,Normally Policed
450150207252,1124,806,150,106,112569.0,,14,6,9,8.007117437722421,12.455516014234876,5.338078291814947,394928,95.45272174446878,Normally Policed
450190046122,1436,1333,0,31,134404.0,,21,5,11,7.66016713091922,14.623955431754874,3.481894150417827,396364,95.79979794171247,Normally Policed
450190046131,1764,1596,117,0,228214.0,,22,15,12,6.802721088435374,12.471655328798187,8.503401360544219,398128,96.2261505962653,Normally Policed
450190046072,941,941,0,0,210530.0,,12,10,6,6.376195536663124,12.752391073326248,10.626992561105208,399069,96.45358701799672,Normally Policed
450190049012,1002,989,0,3,143114.0,,9,6,6,5.9880239520958085,8.982035928143713,5.9880239520958085,400071,96.69576692721552,Normally Policed
450190046073,1896,1831,0,44,108906.0,,34,20,11,5.801687763713081,17.932489451476794,10.548523206751055,401967,97.15402352190495,Normally Policed
450190028022,1166,1105,57,0,115078.0,,36,10,6,5.145797598627787,30.874785591766724,8.576329331046313,403133,97.4358416597783,Normally Policed
450190048001,1391,1376,0,31,171746.0,,19,8,7,5.03235082674335,13.659237958303379,5.751258087706686,404524,97.77204151379362,Normally Policed
450190021052,854,840,0,9,118125.0,,10,8,4,4.68384074941452,11.7096018735363,9.36768149882904,405378,97.97845033861682,Normally Policed
450150204042,3579,3373,16,53,110595.0,,53,25,16,4.47052249231629,14.808605755797709,6.985191394244202,408957,98.843482170048,Normally Policed
450190048002,926,893,0,5,177083.0,,9,9,4,4.319654427645789,9.719222462203025,9.719222462203025,409883,99.06729314403661,Normally Policed
450150207251,507,419,39,49,60313.0,,5,4,2,3.9447731755424065,9.861932938856016,7.889546351084813,410390,99.18983327774313,Normally Policed
450190049022,1216,1186,0,8,231250.0,,23,10,4,3.289473684210526,18.914473684210527,8.223684210526315,411606,99.48373624142582,Normally Policed
450190002002,657,633,16,0,191250.0,,2,2,2,3.0441400304414,3.0441400304414,3.0441400304414,412263,99.6425308525603,Normally Policed
450190026043,748,726,0,0,151842.0,,8,5,2,2.6737967914438503,10.695187165775401,6.684491978609626,413011,99.82331984666773,Normally Policed
450190021042,731,712,0,0,189250.0,,2,2,0,0.0,2.7359781121751023,2.7359781121751023,413742,100.0,Normally Policed
