blockgroup_id,total_arrests,discretionary_arrests,unique_individuals,estimated_pop,discretionary_per_1000,total_per_1000,cumulative_pop,cumulative_pop_pct,kmeans_cluster,policing_category
450350105052,83,44,23,1150,38.26086956521739,72.17391304347825,204900,7.991419656786271,1,Highly Policed
450350106031,385,193,101,5050,38.21782178217822,76.23762376237623,209950,8.188377535101404,1,Highly Policed
450190025023,277,152,80,4000,38.0,69.25,213950,8.344383775351014,1,Highly Policed
450150207121,507,245,130,6500,37.69230769230769,78.0,220450,8.59789391575663,1,Highly Policed
450190031052,901,376,200,10000,37.6,90.1,230450,8.987909516380656,1,Highly Policed
450190046091,155,84,45,2250,37.333333333333336,68.88888888888889,232700,9.075663026521061,1,Highly Policed
450150207102,461,223,120,6000,37.166666666666664,76.83333333333334,238700,9.309672386895476,1,Highly Policed
450190002001,51,37,20,1000,37.0,51.0,239700,9.348673946957877,1,Highly Policed
450190047015,59,35,19,950,36.84210526315789,62.10526315789474,240650,9.38572542901716,1,Highly Policed
450190007001,165,99,54,2700,36.666666666666664,61.11111111111111,243350,9.491029641185648,1,Highly Policed
450150203012,399,161,88,4400,36.59090909090909,90.68181818181819,247750,9.662636505460219,1,Highly Policed
450190026062,59,29,16,800,36.25,73.75,248550,9.69383775351014,1,Highly Policed
450190026053,441,161,89,4450,36.17977528089888,99.10112359550561,253000,9.867394695787832,1,Highly Policed
450350105043,223,101,56,2800,36.07142857142858,79.64285714285714,255800,9.976599063962558,1,Highly Policed
450190020042,58,36,20,1000,36.0,58.0,256800,10.01560062402496,1,Highly Policed
450150207182,598,262,146,7300,35.890410958904106,81.91780821917808,264100,10.300312012480498,1,Highly Policed
450299704012,9,7,4,200,35.0,45.0,264300,10.30811232449298,1,Highly Policed
450279608022,10,7,4,200,35.0,50.0,264500,10.31591263650546,1,Highly Policed
450750101004,96,54,31,1550,34.83870967741935,61.935483870967744,266050,10.376365054602184,1,Highly Policed
450299708001,33,19,11,550,34.54545454545455,60.0,266600,10.397815912636506,0,Highly Policed
450150205032,686,267,155,7750,34.45161290322581,88.51612903225806,274350,10.700078003120126,0,Highly Policed
450350106062,51,24,14,700,34.285714285714285,72.85714285714286,275050,10.727379095163807,0,Highly Policed
450150205041,571,239,140,7000,34.14285714285714,81.57142857142857,282050,11.000390015600624,0,Highly Policed
450299707001,83,39,23,1150,33.913043478260875,72.17391304347825,283200,11.045241809672387,0,Highly Policed
450190027023,417,166,98,4900,33.87755102040816,85.10204081632652,288100,11.236349453978159,0,Highly Policed
450190019011,220,105,62,3100,33.87096774193549,70.96774193548387,291200,11.357254290171607,0,Highly Policed
450150205051,634,274,162,8100,33.827160493827165,78.27160493827161,299300,11.673166926677068,0,Highly Policed
450190028021,89,52,31,1550,33.54838709677419,57.41935483870968,300850,11.73361934477379,0,Highly Policed
450350106052,206,109,65,3250,33.53846153846154,63.38461538461539,304100,11.860374414976599,0,Highly Policed
450750103002,20,5,3,150,33.333333333333336,133.33333333333334,304250,11.866224648985959,0,Highly Policed
450899707003,9,5,3,150,33.333333333333336,60.0,304400,11.87207488299532,0,Highly Policed
450190026122,17,10,6,300,33.333333333333336,56.666666666666664,304700,11.883775351014041,0,Highly Policed
450130006002,10,5,3,150,33.333333333333336,66.66666666666667,304850,11.889625585023401,0,Highly Policed
450279607021,8,5,3,150,33.333333333333336,53.333333333333336,305000,11.895475819032761,0,Highly Policed
450299704011,27,15,9,450,33.333333333333336,60.0,305450,11.913026521060841,0,Highly Policed
450150207162,579,274,165,8250,33.21212121212121,70.18181818181817,313700,12.234789391575664,0,Highly Policed
450299707002,112,63,38,1900,33.15789473684211,58.94736842105263,315600,12.308892355694228,0,Highly Policed
450190001002,28,13,8,400,32.5,70.0,316000,12.324492979719189,0,Highly Policed
450150203024,459,223,138,6900,32.31884057971014,66.52173913043478,322900,12.593603744149767,0,Highly Policed
450190047013,33,21,13,650,32.30769230769231,50.76923076923077,323550,12.618954758190329,0,Highly Policed
450350106042,44,29,18,900,32.22222222222222,48.88888888888889,324450,12.65405616224649,0,Highly Policed
450150202012,604,248,154,7700,32.2077922077922,78.44155844155844,332150,12.954368174726987,0,Highly Policed
450350108131,287,135,84,4200,32.14285714285714,68.33333333333333,336350,13.118174726989078,0,Highly Policed
450439202011,11,8,5,250,32.0,44.0,336600,13.12792511700468,0,Highly Policed
450190021013,226,103,65,3250,31.692307692307693,69.53846153846153,339850,13.254680187207487,0,Highly Policed
450150207171,564,265,168,8400,31.547619047619047,67.14285714285714,348250,13.58229329173167,0,Highly Policed
450190038003,661,233,148,7400,31.486486486486484,89.32432432432432,355650,13.870904836193448,0,Highly Policed
450190026061,28,11,7,350,31.42857142857143,80.0,356000,13.884555382215288,0,Highly Policed
450190058002,463,198,126,6300,31.42857142857143,73.4920634920635,362300,14.130265210608425,0,Highly Policed
450150204031,198,97,62,3100,31.29032258064516,63.87096774193549,365400,14.251170046801873,0,Highly Policed
450150207071,494,193,124,6200,31.129032258064516,79.67741935483872,371600,14.492979719188767,0,Highly Policed
450150206002,122,59,38,1900,31.05263157894737,64.21052631578947,373500,14.567082683307333,0,Highly Policed
450190056002,555,259,167,8350,31.017964071856287,66.46706586826346,381850,14.892745709828393,0,Highly Policed
450299707003,62,31,20,1000,31.0,62.0,382850,14.931747269890797,0,Highly Policed
450299701001,33,20,13,650,30.76923076923077,50.76923076923077,383500,14.957098283931359,0,Highly Policed
450190020041,68,49,32,1600,30.625,42.5,385100,15.0195007800312,0,Highly Policed
450190055002,668,267,175,8750,30.514285714285716,76.34285714285714,393850,15.360764430577223,0,Highly Policed
450190026121,440,172,114,5700,30.175438596491226,77.19298245614036,399550,15.583073322932917,0,Highly Policed
450750103003,16,3,2,100,30.0,160.0,399650,15.586973478939155,0,Highly Policed
450630209081,4,3,2,100,30.0,40.0,399750,15.590873634945398,0,Highly Policed
450630210091,10,3,2,100,30.0,100.0,399850,15.594773790951638,0,Highly Policed
450630213041,6,3,2,100,30.0,60.0,399950,15.598673946957877,0,Highly Policed
450130001001,4,3,2,100,30.0,40.0,400050,15.602574102964118,0,Highly Policed
450790114043,8,3,2,100,30.0,80.0,400150,15.60647425897036,0,Highly Policed
450630201001,13,6,4,200,30.0,65.0,400350,15.61427457098284,0,Highly Policed
450350108161,123,45,30,1500,30.0,82.0,401850,15.672776911076443,0,Highly Policed
450750108002,9,3,2,100,30.0,90.0,401950,15.676677067082684,0,Highly Policed
450850008003,3,3,2,100,30.0,30.0,402050,15.680577223088923,0,Highly Policed
450899706004,5,3,2,100,30.0,50.0,402150,15.684477379095163,0,Highly Policed
450130001003,6,3,2,100,30.0,60.0,402250,15.688377535101406,0,Highly Policed
450450020012,6,3,2,100,30.0,60.0,402350,15.692277691107645,0,Highly Policed
450150207252,14,9,6,300,30.0,46.66666666666667,402650,15.703978159126365,0,Highly Policed
450510507001,5,3,2,100,30.0,50.0,402750,15.707878315132607,0,Highly Policed
450439206003,3,3,2,100,30.0,30.0,402850,15.711778471138846,0,Highly Policed
450439204002,3,3,2,100,30.0,30.0,402950,15.715678627145085,0,Highly Policed
450279607012,3,3,2,100,30.0,30.0,403050,15.719578783151325,0,Highly Policed
450190029001,279,106,71,3550,29.859154929577468,78.59154929577466,406600,15.858034321372855,0,Highly Policed
450150207231,431,172,116,5800,29.655172413793103,74.3103448275862,412400,16.08424336973479,0,Highly Policed
450190031091,103,37,25,1250,29.6,82.4,413650,16.132995319812792,0,Highly Policed
450190043001,382,166,113,5650,29.38053097345133,67.61061946902655,419300,16.353354134165365,0,Highly Policed
450190046111,226,79,54,2700,29.25925925925926,83.7037037037037,422000,16.458658346333856,0,Highly Policed
450190029003,145,54,37,1850,29.18918918918919,78.37837837837839,423850,16.530811232449295,0,Highly Policed
450190015001,229,105,72,3600,29.166666666666668,63.61111111111111,427450,16.671216848673946,0,Highly Policed
450150208061,691,262,180,9000,29.11111111111111,76.77777777777777,436450,17.02223088923557,0,Highly Policed
450150207152,319,132,91,4550,29.01098901098901,70.1098901098901,441000,17.199687987519503,0,Highly Policed
450190020072,59,29,20,1000,29.0,59.0,442000,17.238689547581902,0,Highly Policed
450190034003,566,207,143,7150,28.95104895104895,79.16083916083916,449150,17.517550702028082,0,Highly Policed
450190050001,249,98,68,3400,28.823529411764707,73.23529411764707,452550,17.650156006240252,0,Highly Policed
450190033002,597,252,175,8750,28.8,68.22857142857143,461300,17.991419656786274,0,Highly Policed
450190027024,608,223,155,7750,28.774193548387096,78.45161290322581,469050,18.29368174726989,0,Highly Policed
450350108091,85,40,28,1400,28.57142857142857,60.714285714285715,470450,18.348283931357255,0,Highly Policed
450299708002,15,10,7,350,28.57142857142857,42.857142857142854,470800,18.361934477379094,0,Highly Policed
450150207151,453,203,143,7150,28.39160839160839,63.35664335664336,477950,18.640795631825274,0,Highly Policed
450190046114,145,68,48,2400,28.333333333333332,60.416666666666664,480350,18.734399375975038,0,Highly Policed
450350103002,51,17,12,600,28.333333333333332,85.0,480950,18.757800312012478,0,Highly Policed
450150204011,410,154,109,5450,28.256880733944953,75.22935779816514,486400,18.970358814352576,0,Highly Policed
450350108203,136,55,39,1950,28.205128205128204,69.74358974358974,488350,19.04641185647426,0,Highly Policed
450190010001,268,138,98,4900,28.16326530612245,54.69387755102041,493250,19.23751950078003,0,Highly Policed
450150201022,371,109,78,3900,27.94871794871795,95.12820512820514,497150,19.389625585023403,0,Highly Policed
