DefendantId,drug_count,drug_type,policing_category
3e72c5a07bdd95f92448ea6f,2,Distribution,Normally Policed
3e7cc2aa14a939e1bdf3d265,3,Possession,Normally Policed
3e7d74de733af8e5939ab3e4,1,Possession,Normally Policed
3e7dd9ddcec1a51f4bfee227,1,Distribution,Normally Policed
3e7dda7e59f8d63db5b54a01,6,Distribution,Ultra-Policed
3e7f4182ece903e0b30db9d5,1,Possession,Normally Policed
3e8c8c2939ec12757fe7c7e6,2,Distribution,Normally Policed
3e9374ca1e90bd4c1f980f76,8,Distribution,Normally Policed
3e9f4a5bb4a6ae1bbe858e24,5,Distribution,Normally Policed
3ea5dc3252f68fb3f7b7af69,1,Possession,Normally Policed
3ea9651eb2d65a581cc61dd2,1,Possession,Highly Policed
3ea9cd1d25cb5c55511fd2e5,2,Distribution,Normally Policed
3eac005235504cc2d162f77b,3,Possession,Highly Policed
3eb5d14a1a444456e1a2a768,4,Distribution,Normally Policed
3eb60ccd6cff6960c912f2eb,1,Distribution,Normally Policed
3eb797518acb455e7c76c264,1,Possession,Normally Policed
3ec216768053be4a9faea40f,2,Distribution,Normally Policed
3eca9eaa33dcbd0b1ee8ceea,3,Possession,Highly Policed
3ecafb740245a09fa1ed3739,1,Distribution,Normally Policed
3ed290b3288c85acdfe281a8,5,Distribution,Highly Policed
3ed35079a1c74a5faa0f5fce,1,Possession,Normally Policed
3ed88c47380dcd67af5486cd,1,Possession,Normally Policed
3ed8d1d32fdbd4b840de20fa,1,Distribution,Highly Policed
3ee556b1e0f03f60a83e1f5d,1,Distribution,Normally Policed
3ee8e4f0fa8871dd2e0e22bb,1,Distribution,Highly Policed
3ef5db514fe3692fa38bf78a,2,Distribution,Normally Policed
3ef6055e9e8f52fccab61ca7,4,Possession,Normally Policed
3efae35390c50227ce9ec4ab,1,Possession,Normally Policed
3efb50f4144840e64887fb10,1,Distribution,Normally Policed
3f0478a29025865a173030ae,1,Possession,Normally Policed
3f05d3b67556ca1e990f17a6,3,Possession,Highly Policed
3f0bc330fdf6ab538d1736d3,1,Possession,Normally Policed
3f0c31fc82f804f96de2d0b7,1,Possession,Normally Policed
3f0fe381fdb825ad6dee39c0,5,Distribution,Normally Policed
3f119ac05f882aed9d7c1616,1,Distribution,Normally Policed
3f155ca1e007994c829e6fcb,1,Distribution,Normally Policed
3f1805615ba88904a1a963ea,1,Distribution,Normally Policed
3f1f4982895e63a2ecd232cb,1,Distribution,Normally Policed
3f20ef6053388c02672c0052,1,Possession,Highly Policed
3f2595f8eb5a496a6ced9e0b,10,Distribution,Normally Policed
3f26bea911746c997929bd31,1,Possession,Normally Policed
3f294f055120bd7cf53743fe,12,Distribution,Normally Policed
3f2b4c7cadfd157783e82846,1,Distribution,Normally Policed
3f2d8701c7443a0888561e63,2,Distribution,Normally Policed
3f33cd5e05f257abaa0805dc,6,Distribution,Normally Policed
3f3921720f344d88e533f7e9,1,Possession,Normally Policed
3f3b9e1c63832b635a0566bb,16,Distribution,Normally Policed
3f41afcea4224eab91ed86bb,14,Distribution,Normally Policed
3f430a26135343ad7f2984b0,2,Possession,Normally Policed
3f4396231607bce3e9f8e0ae,1,Possession,Normally Policed
3f4dfb5c76feb6d85a964b8e,3,Possession,Normally Policed
3f4ff78e6778d0f175143a85,3,Distribution,Normally Policed
3f5636b60045c1334d1f7871,4,Distribution,Normally Policed
3f5733d9a3301926bf08e844,1,Distribution,Normally Policed
3f576c809982ae8886836d9f,2,Distribution,Ultra-Policed
3f5ce0ef146c7a973db82827,1,Distribution,Normally Policed
3f6095b2676c0317ef16a2de,1,Distribution,Normally Policed
3f6111161a8eb398eae0597b,1,Possession,Normally Policed
3f62c57ea6889466de01aa1e,1,Possession,Normally Policed
3f6678bb769e072f1a289fbb,1,Distribution,Highly Policed
3f679c7e01346a6a177667b3,2,Distribution,Normally Policed
3f6a8d158ea2851425dddad1,2,Possession,Normally Policed
3f7374b35fe812b571d9d3ef,1,Distribution,Highly Policed
3f74b3d57368f4d6d401a8cb,5,Possession,Ultra-Policed
3f77d85d0181edfcf16f297d,12,Distribution,Normally Policed
3f7a5f18227a2bf88c33e614,2,Distribution,Normally Policed
3f7cccb53fe79c30eda7542d,2,Distribution,Normally Policed
3f810304fccd1bd3d73051d8,1,Possession,Normally Policed
3f85544b8a086249f35890c6,1,Distribution,Normally Policed
3f95adfa878fa437f282fcec,13,Distribution,Normally Policed
3f9fa05a4a744722de8b03d8,7,Possession,Ultra-Policed
3fa1b0efe532450ea75327ca,1,Distribution,Normally Policed
3fac20d85f3e409fb750de61,9,Distribution,Highly Policed
3faff192eb345dce92d65b41,2,Distribution,Normally Policed
3fb00db30df9963c208ed470,9,Possession,Highly Policed
3fb038b06df59042f7f65a53,1,Possession,Normally Policed
3fb4735d398b5f538a59b79f,7,Distribution,Highly Policed
3fb5a1514957ba25940b9727,1,Distribution,Normally Policed
3fbdb67f06ad404baffde116,1,Possession,Highly Policed
3fc20432065bd4628db93523,2,Distribution,Ultra-Policed
3fc776bd133178a58d21a724,1,Possession,Normally Policed
3fc7b12aa18023607d7abdb0,1,Possession,Normally Policed
3fcad870929a0ffbdaec58b4,1,Distribution,Normally Policed
3fcb5268480807ac97588de7,1,Possession,Normally Policed
3fce9e809ba7a2764a38231c,1,Distribution,Normally Policed
3fd296ea750b6cd7d8ea3f5d,2,Distribution,Normally Policed
3fd54847145f7432369c5ec7,1,Possession,Normally Policed
3fd6729795ea951c4b367169,1,Possession,Normally Policed
3fd6e2848bdda80643b9f9fe,1,Possession,Normally Policed
3fdaea043e8b0c2d814fa1c2,1,Possession,Normally Policed
3fe2ece52622b0faa2f572ec,2,Possession,Normally Policed
3fe69433362ef5dad5ba590c,1,Distribution,Normally Policed
3fece552d1d03d5dd06220af,1,Distribution,Normally Policed
3fed7c76ef1f4f5d870db042,1,Possession,Ultra-Policed
3ffbacce01df231486e0afee,1,Possession,Highly Policed
3ffc04da322444eb61b0a379,1,Distribution,Normally Policed
3ffc585594c39a7ffe15d4e9,6,Possession,Ultra-Policed
3fff910b76d51990aef779d2,1,Distribution,Normally Policed
40017dfdcef7dc8ccb64df97,2,Distribution,Normally Policed
40085a3bbe6a604355763c48,2,Distribution,Normally Policed
400a8ed958076a85880982fe,3,Possession,Highly Policed
400d1d845625ac4d0ae804b8,1,Distribution,Highly Policed
401ab3b642379673690a66a7,1,Possession,Normally Policed
401d6354e00669caabdd13ed,3,Possession,Highly Policed
401e15fb585aecf6522c8cf3,1,Distribution,Normally Policed
401ee169cafafef7b1a6a35c,9,Distribution,Highly Policed
40306dab299dff078cd5ecf9,9,Possession,Highly Policed
4034255e5bc4b81491e3fe2c,7,Distribution,Normally Policed
40388b9bdf908d99d9d7dc94,1,Possession,Highly Policed
403c66ca9e347ac358b9fded,1,Possession,Highly Policed
403da8c839a49bb4aaa5562d,1,Distribution,Normally Policed
403e4994873dd5f4f55ba6ab,4,Possession,Normally Policed
403fef632552ea10e0c7bfcc,1,Possession,Normally Policed
40409b139e917a44f4a70e34,1,Possession,Normally Policed
4040a99887cf5a07b2c88f22,2,Distribution,Normally Policed
40488099bf0fa8bc2cd278ee,3,Distribution,Highly Policed
404c143abe87e8041230d7f5,1,Possession,Normally Policed
404d86efc2b5025da2ab4de3,1,Possession,Normally Policed
404fc256afed58d26c9ee9ee,15,Distribution,Highly Policed
4051063573713a8d41a906c0,8,Distribution,Normally Policed
4051ee0ffb528c391ec57e7c,2,Possession,Normally Policed
4052152a2ca6599285fa1494,1,Distribution,Normally Policed
4052cdf8291c08d0395b7890,1,Distribution,Normally Policed
4054e84dc750c834add266a9,5,Distribution,Normally Policed
4067fb041669669f667e9015,3,Distribution,Normally Policed
406a54d2850a31d2f05b1659,1,Possession,Normally Policed
406b4b07c75faa7e52b5306b,2,Distribution,Normally Policed
406df98c9542ddb3ddce8ef6,1,Distribution,Normally Policed
40776ce1750eeac6f404df60,1,Possession,Ultra-Policed
40791454196e6f5130a7270d,2,Distribution,Normally Policed
407f445b8a175e58ffb8daae,2,Distribution,Highly Policed
408dc7a52b2d9dad66327577,14,Distribution,Ultra-Policed
40932b280bc6b8748a8a4454,2,Possession,Normally Policed
40956099783e4395b38f430b,4,Distribution,Normally Policed
409798406c696c961984e574,2,Distribution,Normally Policed
409ebbf64c5df6f225d439b4,3,Distribution,Normally Policed
40a4333bbcf8a3926f5d60aa,2,Distribution,Highly Policed
40a46c2748895a47a809023a,1,Possession,Normally Policed
40a6c0eba7765847a9d8aa3e,1,Possession,Normally Policed
40a6ea3e987ffed7af56d30e,4,Distribution,Highly Policed
40a842fef8c150aac6618d21,1,Distribution,Highly Policed
40aa58a64f239bce7c71ccd2,1,Possession,Normally Policed
40aa8155842c9b28a9ea7843,1,Possession,Normally Policed
40b5a41c6fba14ffa5bf1094,1,Distribution,Normally Policed
40b88245b80f02629f8591d2,2,Distribution,Normally Policed
40ba5280dfb6e16212169e9a,1,Possession,Normally Policed
40bedf6d89626a3cd2e150f4,5,Possession,Highly Policed
40c460de18bd8eb9ce1aa470,1,Distribution,Normally Policed
40c8163b4e4bad926753f27f,8,Distribution,Normally Policed
40c9d67e950a00a423022d7c,1,Distribution,Ultra-Policed
40cd3ec227423df1bb990cd0,6,Distribution,Highly Policed
40cf4d917cb7b8f985bf5844,7,Distribution,Normally Policed
40d2253d35a0a774554c35fc,1,Distribution,Normally Policed
40d51ce959498de91791d952,2,Possession,Normally Policed
40ebb2c871925cced9d40988,6,Distribution,Highly Policed
40ede25a1fb9b497c7564dfb,3,Possession,Ultra-Policed
40eeb9a8810aff56e6442f43,1,Distribution,Normally Policed
40f7ae739371553126d21b32,1,Possession,Normally Policed
40f8e11f1a270cbeff5232c9,6,Possession,Highly Policed
40fc186d38e0ac97c922daab,5,Possession,Highly Policed
4107fcd2b023cb92f9313b92,2,Possession,Ultra-Policed
410bf29303946d5dd06e65ec,1,Possession,Highly Policed
4110a2a5ac68a3e6d6ccd11b,1,Distribution,Normally Policed
41123338750ba3eb98a3e05d,3,Distribution,Highly Policed
411bd43c5926aa6046e73f94,2,Possession,Normally Policed
411e513fb3de8aa409c21ef3,4,Possession,Normally Policed
411ec1776ddc2c66a01bb2ff,1,Distribution,Normally Policed
41208ede40243c1dfbaf6d96,1,Possession,Normally Policed
4122635762af71ad77b95cb5,2,Distribution,Normally Policed
4124ac510f7b97872bd389b2,1,Distribution,Normally Policed
412a3d39ff8361c210b9ecb4,3,Possession,Highly Policed
412d2f8e38b8935785f329ff,4,Distribution,Normally Policed
412d9f1b0509ef9a24621c05,1,Possession,Normally Policed
4133669b5cedc3523604a6cf,6,Distribution,Normally Policed
4133834d9fa08fb705eb3ef0,1,Distribution,Normally Policed
41368042196e13f0883bcdf3,1,Possession,Normally Policed
413a1e596c0f518abd7a03d6,1,Possession,Normally Policed
413af08e5855d0822d4a606c,1,Possession,Normally Policed
413c51e59c76dd703d4683f2,1,Distribution,Normally Policed
413cbe6921b5d814d1dc431f,1,Possession,Ultra-Policed
413e585ee5a60d8f9fdd3023,5,Possession,Highly Policed
41404ad7ef9b0cce0208b47d,1,Distribution,Ultra-Policed
414069841871074cc3ccb680,9,Distribution,Ultra-Policed
41433fe287cf5f80bfe9fbec,1,Possession,Normally Policed
414888c8f251e86e3d6ec1b6,1,Distribution,Normally Policed
414fcd72d8957d0cbacd06a0,7,Possession,Normally Policed
4150ecc2a5998e4ff95597ba,1,Possession,Normally Policed
4153a9bac79b361978e437fd,1,Distribution,Normally Policed
4155b5a9d898bfd17210f97b,10,Distribution,Normally Policed
4156d424e60c758440b577c3,3,Distribution,Normally Policed
415fb3c291d3ef87df5e90da,1,Possession,Normally Policed
4169659b666e2b936a49ce21,1,Possession,Normally Policed
416abce109df80e7ef4dcb74,4,Distribution,Highly Policed
41719e3b305850184dfe15e9,4,Distribution,Normally Policed
4172942ba17891399dd27556,1,Distribution,Normally Policed
41741a66505ab3954ecc211c,1,Distribution,Highly Policed
4175ed1e9d06a71c8f451cbd,1,Possession,Ultra-Policed
41789243fa346a0ed8252373,4,Possession,Highly Policed
417a22553c9fbdeadecd56ee,1,Possession,Highly Policed
4180589f28ee5d864c24549d,2,Distribution,Ultra-Policed
418608093bd25ab3979d7e3a,1,Possession,Normally Policed
418a70ddb6ad10ac9160bb71,4,Distribution,Normally Policed
418c5f46b1d8e7c1a11f38c2,1,Possession,Normally Policed
418de5b094ca4a1b8a2a6583,1,Distribution,Normally Policed
41915d1bb8c78d5c80868e15,3,Distribution,Highly Policed
41976c434831d971c8703a18,1,Distribution,Normally Policed
4198b478607553877628088b,6,Distribution,Normally Policed
419afad4a9d459b80b09abc8,3,Possession,Normally Policed
419bfaa8c4b20085fd64969c,3,Distribution,Ultra-Policed
41a30c8e68a12968dcebeb11,3,Possession,Normally Policed
41a8a925752c952e1586a9f7,3,Distribution,Highly Policed
41aba36314375c52679fc188,7,Distribution,Normally Policed
41b0250eb90c52b72ea85c1d,12,Possession,Normally Policed
41c2a94c18b274ca57b12530,1,Distribution,Normally Policed
41c5677aceb87ba95159f6bf,1,Distribution,Normally Policed
41c60da770171e220340a680,1,Distribution,Normally Policed
41c664bd94b097a785a69784,1,Distribution,Normally Policed
41c6799a5ee753fafca2861a,1,Distribution,Normally Policed
41c85fc9ff70510dc26f1b3d,1,Distribution,Normally Policed
41ca94309e8a3db7323337cf,1,Distribution,Normally Policed
41cafdade12ac3c946593074,1,Possession,Normally Policed
41ce40dbc472ba5a28f31d3e,1,Distribution,Normally Policed
41d1b3579eff0fa47a02d812,5,Distribution,Normally Policed
41d2d5ebe1376dc7177ff104,1,Distribution,Normally Policed
41d3e930595a5742e6081257,1,Possession,Ultra-Policed
41d97790a6c52fb30bd330bb,1,Possession,Highly Policed
41e2e8deed1e2c038c865a36,9,Distribution,Ultra-Policed
41e38f824abd45ffa06820c3,1,Distribution,Normally Policed
41e543461b899b10e6d5bb34,4,Distribution,Normally Policed
41e5e5ddbf098e3074fdc16d,2,Possession,Normally Policed
41e6419563a5cd83ab582cc0,1,Distribution,Normally Policed
41ed396ada783f5feaa040f5,3,Possession,Normally Policed
41f71322e96e9107f37dc7cd,1,Distribution,Normally Policed
41fbef8944b1bceea423fb08,6,Distribution,Highly Policed
41fcd0cc7e1aaa8ecbb324af,1,Distribution,Normally Policed
42014135547dac688052dfde,1,Distribution,Normally Policed
42027ada7cfbb42768c6635c,9,Distribution,Normally Policed
42031612831ed94513be46ab,2,Distribution,Highly Policed
4205ca73df5d559ac5c4eb9f,6,Possession,Highly Policed
4205cda0ca54f8e2a9d8f70c,1,Distribution,Normally Policed
420b9d24f90b5e82217df964,3,Distribution,Ultra-Policed
4211e78b6092b33e765618b8,1,Possession,Normally Policed
4215036a444a935dc1fb468c,1,Possession,Highly Policed
421c678ade1528afb3f6d1e2,2,Possession,Normally Policed
4229a4a044f525a7e3fb5b3d,1,Possession,Normally Policed
422baf6ae37703ecb2076575,2,Possession,Highly Policed
422fd346b55728793339021a,2,Distribution,Normally Policed
423069f6ca780e5cf65631e5,1,Distribution,Normally Policed
423244d592c95042648d548f,3,Possession,Ultra-Policed
42330edcfc058d24b793667f,1,Distribution,Highly Policed
42347d4ff89daee71543cc11,1,Distribution,Normally Policed
4236cfa43bf35b2b9e9e4820,5,Distribution,Normally Policed
423a075df489de5b787b33da,2,Possession,Highly Policed
423bf306bd7cf23fd9e253a4,1,Possession,Normally Policed
42434e5a6d7851825f97de16,1,Possession,Normally Policed
424a185c4b0e1cf6fff8f7a6,10,Distribution,Highly Policed
424d0a9672ee8497dbb6b083,1,Possession,Normally Policed
424f3bb58fb4f58ff62c0064,2,Possession,Normally Policed
4257f7d17f51f2de282c0755,2,Possession,Normally Policed
42583f595ac57c34b847957f,54,Distribution,Normally Policed
425b036cc9b0d0404c612c25,1,Distribution,Normally Policed
425e5a27a95d987022d79585,5,Possession,Ultra-Policed
42671d06e826ecf829428530,2,Distribution,Ultra-Policed
4269d77d1c97f6063208a81b,2,Possession,Normally Policed
426b73c939987179b2d45044,2,Distribution,Normally Policed
426e2f454940bd0c16c37946,1,Possession,Normally Policed
42710c4685d8605bf5520833,1,Possession,Ultra-Policed
4273ec694c263be812ea1256,1,Possession,Normally Policed
4275cb7f586a7d67aa562829,1,Distribution,Highly Policed
4276732fa15c45fbbfd9f36e,3,Distribution,Normally Policed
427ad77dfb9656e00a378c99,3,Possession,Highly Policed
427f63b46a2f3053fc10a235,1,Distribution,Normally Policed
428057fdc3bdc745efbfb12e,2,Possession,Normally Policed
428091827d490e858207f48d,1,Possession,Highly Policed
428c69b95bee36047899b88e,11,Distribution,Normally Policed
428fa6fa9a6ffde28513de28,2,Distribution,Normally Policed
429685a57d2cf79a713ada9f,2,Distribution,Highly Policed
4296e6f7a05682de57fd01f2,1,Possession,Ultra-Policed
429b46b83c47db91ae6b74cb,1,Distribution,Normally Policed
429c25dc7d8c5651f5e3b771,1,Possession,Normally Policed
42a0fd1d6a8b6241a045e668,1,Distribution,Normally Policed
42a20db41b1849c2ea63ffe3,1,Possession,Highly Policed
42a81f15531abe03cffacab8,1,Possession,Normally Policed
42aa1dd6802209e53cb0562c,1,Distribution,Normally Policed
42acaf456f24b63be9f728cd,2,Possession,Highly Policed
42b3dfa9de641712aaf2ab99,1,Distribution,Normally Policed
42b9e99c4aae5e32bda14bf5,2,Distribution,Normally Policed
42bbed5ce8828190f10dbfa7,1,Possession,Normally Policed
42bc9ffdc1dfcc1d2d0a8ce6,1,Possession,Normally Policed
42bd4ceec0096f085a4acc02,1,Distribution,Highly Policed
42c5e731401867a60c083829,2,Distribution,Highly Policed
42c68bbf056005e46b013fde,1,Possession,Normally Policed
42ca785e332bfab0925f066f,2,Possession,Normally Policed
42cd35037d019f7e26b40737,1,Distribution,Normally Policed
42ce2f652b5550d1ce63f960,1,Distribution,Normally Policed
42d083714ac6672b923aeefd,1,Distribution,Ultra-Policed
42d6e9c82de92df56c0b571d,4,Distribution,Highly Policed
42d9a4b947a57e1404eedc92,3,Distribution,Normally Policed
42dbe5a6ae53f8c7995a6002,1,Distribution,Normally Policed
42e47a95dc338ff4f7cbf0da,2,Distribution,Normally Policed
42eb387ee454bace1b233478,1,Distribution,Normally Policed
42f0301d5830cb5332a3ec24,2,Distribution,Normally Policed
42f2761180b8a015a61f3bf5,1,Distribution,Normally Policed
430133bee1b9686f77f34736,1,Possession,Normally Policed
4301cdc78f7b74c373c2eb0a,1,Possession,Ultra-Policed
43027acc53887951b7cfb66f,1,Distribution,Highly Policed
4308a1a69fa71b552d82fdbd,1,Distribution,Normally Policed
430df52c55f5f7b26de9422b,2,Distribution,Normally Policed
43183d0cf8048ada633dc187,1,Possession,Normally Policed
4319faf2e4054d235a98a837,3,Possession,Normally Policed
431edaa5a8ba240b82463bfc,1,Distribution,Normally Policed
43283b6fc481b6930077de24,1,Distribution,Normally Policed
432a6043b48f2130912fb5b7,1,Distribution,Normally Policed
432b94e7692df30364de1974,2,Distribution,Highly Policed
432c53761cd51b0b72015efc,1,Distribution,Normally Policed
432e50a2dbb95cb921cf997c,2,Distribution,Highly Policed
433321497741bb916d3f2f6b,1,Distribution,Normally Policed
433461281f843ad5e8ff4db3,4,Distribution,Normally Policed
43365e84712645fa1e847e42,1,Distribution,Highly Policed
4342abd27bec6ca0d7710547,1,Distribution,Normally Policed
4345bcd29a25790b13bc8ceb,3,Distribution,Normally Policed
43473ce9c995a461e842911d,4,Distribution,Normally Policed
4349f9b0084d92587051592d,1,Possession,Normally Policed
4355109ddd42f7f5c3f8cbb9,1,Possession,Normally Policed
43553f1a3d860d0a01d03c6c,1,Possession,Normally Policed
4355aaa01d24aff0a10964d0,8,Distribution,Ultra-Policed
4355ef282da09fdb4530d01c,1,Possession,Highly Policed
4358cbc29ca1da02e336c08f,3,Possession,Ultra-Policed
435b58d4a64abc05ce9d21df,1,Possession,Highly Policed
435f92f3454d8120f07f00fd,1,Distribution,Normally Policed
435fa8d92f42480135a0845b,3,Possession,Highly Policed
435fb5311ae2ec1ea10ebf3a,1,Possession,Normally Policed
435fe31ffcb2ff306bd2cf84,1,Distribution,Highly Policed
436010c8870eced77fe93354,1,Possession,Normally Policed
43609130ff5bfd12abaebc54,3,Distribution,Highly Policed
43617ca2e139478670fe8937,11,Distribution,Normally Policed
4363e0f01871403d8b7704be,3,Distribution,Normally Policed
4368a1dd60b639ca715e6eb3,1,Possession,Normally Policed
43693f7ec608582166e2e6fb,1,Distribution,Normally Policed
436a4f61d417a55f7bc3c7cd,2,Possession,Ultra-Policed
436bc1d4f25c3b069ad72d8f,2,Distribution,Normally Policed
4371e1b60fd64cf29c249105,1,Possession,Normally Policed
437511e56246645b9df9c057,1,Distribution,Normally Policed
43782b2db169aa6177c9a8a9,1,Distribution,Normally Policed
4379e9c9e5e11c3343c6b013,1,Possession,Normally Policed
43827f294027d7fc1e504632,2,Possession,Highly Policed
43838f4b11341d1195747e38,8,Distribution,Ultra-Policed
438660c85ea5887c88ec54ea,2,Distribution,Highly Policed
4389c4f03b8430f5d6cc8e6b,21,Distribution,Ultra-Policed
438a8b8ae7852d01ca9427e7,7,Possession,Highly Policed
438c73132698ab67bdc42fc1,1,Distribution,Highly Policed
4392999f7c355b18e6e45754,2,Distribution,Normally Policed
439e1107d65d10bb054a7d8a,1,Distribution,Normally Policed
43a5393754efc14046e56a94,6,Distribution,Ultra-Policed
43a6d6da206483f13e0c9649,1,Possession,Normally Policed
43ad71f76ac81f15c6378c28,1,Possession,Normally Policed
43b42bf30267cfa4fbc1a9af,4,Distribution,Highly Policed
43b5cd1d2e8db9d462ec41c6,1,Possession,Normally Policed
43b6571e2eeebf401bf71d21,6,Distribution,Normally Policed
43cad3bf8164d4b39a63940f,1,Distribution,Normally Policed
43cb39dedd55125e05517707,2,Possession,Normally Policed
43d2d57f9b2d77c1fb1717ac,1,Possession,Normally Policed
43e0ae55947e151a34affb67,1,Distribution,Normally Policed
43e2b379cc5609c8a8c796d1,8,Distribution,Normally Policed
43e40aea3eb9373e34c00624,3,Distribution,Normally Policed
43eab000f57c8436aa7ecd86,3,Possession,Normally Policed
43ec3dbeecc6e8bc70795205,5,Possession,Ultra-Policed
43f0a28b810c426936945c16,1,Possession,Normally Policed
43f20fe158ce43c8a4cc1a18,1,Distribution,Normally Policed
43f2d16c838db0e32284a8b1,2,Distribution,Normally Policed
43f794dd068d79da5ed3a86e,1,Possession,Normally Policed
4402201c8f41d37cf82da050,2,Possession,Normally Policed
4406b36af1b925a237d74969,1,Possession,Ultra-Policed
440d346b0404196bfb9f10b1,1,Distribution,Normally Policed
440f8cefa1939a9c3dc8b1ee,2,Distribution,Normally Policed
440f93d94533675d04571ae8,1,Possession,Normally Policed
4413c758710701fe96858969,1,Possession,Normally Policed
4416427c134d55dc9dd18257,1,Possession,Normally Policed
4418336b0dbaf8dc508d3d40,1,Distribution,Normally Policed
44284447255e50e602c2a8ca,2,Distribution,Highly Policed
4429c47843a805d03ee8b798,3,Possession,Ultra-Policed
442d31711a8b5e85d0a1735f,1,Distribution,Normally Policed
442e1fb614fa8ca9057f5b89,1,Possession,Normally Policed
443237f2d51d64e8e16e1467,1,Possession,Normally Policed
44334b898a8132609994b774,5,Possession,Highly Policed
443c08bc8d0efdc9c97e23eb,2,Possession,Normally Policed
4440c8d1a055c225b033e31c,1,Possession,Normally Policed
4442675579848c3112bc2ac6,1,Possession,Normally Policed
444ad2da779f230467d1d36f,2,Distribution,Highly Policed
444f3c53bf87fac331dd58a2,2,Distribution,Normally Policed
445d18dc357024601148b1e5,3,Possession,Normally Policed
446174adc355c058d8354fb6,3,Possession,Normally Policed
446185081d19d239ceacb95f,1,Possession,Normally Policed
4462c4e34570f6b1684ff00a,1,Possession,Normally Policed
446428f13da5ff34ab93ed15,3,Possession,Highly Policed
4464e6a97a47cf1bc7c7d032,5,Possession,Normally Policed
44673830d825ef09b82348b0,3,Possession,Ultra-Policed
4468e4db345dd01452c8a9a8,2,Distribution,Normally Policed
4469fa7aeb7a1c8a8f43695e,1,Distribution,Normally Policed
44744e6738dcce9bd600c790,1,Possession,Normally Policed
447726a193a3f839b7e796d8,2,Possession,Highly Policed
447b5db18f0dfe4f46d978f1,1,Possession,Highly Policed
447c071d04a6108cab853923,6,Distribution,Normally Policed
447c9ea8ecf1a9cfc83b2451,1,Distribution,Normally Policed
448bc5ce69e34f63ad709d68,10,Possession,Normally Policed
448d00f31248590feba7dee3,1,Distribution,Normally Policed
448d77bf45f87ef8f277dc41,7,Possession,Normally Policed
448dd107171211c5190a20d5,2,Distribution,Normally Policed
448e769b3ff28502bd0eacf1,3,Distribution,Normally Policed
44905d3d245501173aaf7740,1,Distribution,Normally Policed
449635c1cce04ee07d3f7c34,1,Possession,Normally Policed
44a0110afe129293484bf67a,1,Possession,Normally Policed
44a1b91eaa50e59a60c26ba3,3,Distribution,Highly Policed
44a5be83cb9cb0997f26a6ab,1,Distribution,Highly Policed
44aca0dff9a9e2ec2c6a5527,3,Possession,Highly Policed
44add1eaddac6790a33c77c3,1,Possession,Normally Policed
44b27f8358bfb496ab4f4eaa,6,Distribution,Highly Policed
44b3a029823cc2e8e69838e2,12,Distribution,Normally Policed
44c4aced92a3890edf843bc6,3,Distribution,Normally Policed
44c4bdf32b55fd7ba797bc2e,1,Possession,Normally Policed
44c859cdfa4ed7ace2e24b6b,5,Possession,Normally Policed
44cab713d4b0f7ef2456ce6d,3,Distribution,Highly Policed
44cb361038562881f5f834ee,3,Possession,Ultra-Policed
44cb826af9a0790b653577dc,2,Distribution,Normally Policed
44cbc3de32ca95b9fb78c30d,5,Distribution,Highly Policed
44d03abc5261d9c7253dddd9,3,Possession,Normally Policed
44d5352b49453a433fe5db06,1,Possession,Normally Policed
44e0d1a02053c23359c6c69e,1,Distribution,Normally Policed
44e4800014fed68a5c3a447b,2,Possession,Normally Policed
44e51611b712e326425f207f,2,Distribution,Normally Policed
44e7b60fc2b9b356eab216e8,1,Distribution,Normally Policed
44e7ee8e21916c54b5cbbd79,6,Distribution,Ultra-Policed
44ecb3fc61b3b7f837b0b741,7,Possession,Highly Policed
44edddc9d26961490254e5b4,3,Possession,Ultra-Policed
44edef41cd623576b96dafce,1,Possession,Ultra-Policed
44ee02e71b7ef40875b83e3b,1,Distribution,Normally Policed
44f7cd44c8e07ff6d93846fd,2,Distribution,Normally Policed
4512e0545a2268ba75cd0ca2,1,Possession,Normally Policed
4514260fef16ba2452967e62,2,Possession,Normally Policed
4514bc5eb0752e301be35f55,4,Distribution,Highly Policed
451bd48848c4673268474764,1,Possession,Normally Policed
451e4720ebafa8a7ddb35996,2,Distribution,Ultra-Policed
451f38fca9ad6d8098cc4cc1,4,Distribution,Normally Policed
4523d68d62be553f16a00b58,5,Distribution,Normally Policed
4524e5c07a2927af2fc10d9a,1,Distribution,Ultra-Policed
4525cb4767a71df046a9472e,1,Distribution,Highly Policed
452652ae07c0e677c1f12b22,3,Possession,Normally Policed
452760fc8d16ea334b13825f,1,Distribution,Normally Policed
4528da411bb6983f998f54da,1,Distribution,Normally Policed
452fffc5e5a579d7f123d2d7,3,Possession,Normally Policed
453564397fd32b45b8434598,1,Possession,Normally Policed
453954a01cda2c5986688e71,1,Possession,Normally Policed
45420932c1509a469b2a655c,2,Possession,Normally Policed
4542a8a9d018573a390f3508,5,Possession,Normally Policed
454347adea3b74b01a0437a6,3,Possession,Normally Policed
455b4119bdc839b830371f89,1,Possession,Normally Policed
456041dd073e5c61934ac181,1,Distribution,Normally Policed
4561a82a971a1a9872556402,1,Distribution,Normally Policed
4561de72f30d3c61613a1256,1,Possession,Highly Policed
456a436843aa2a01331ca944,1,Possession,Normally Policed
45733563817e7b882498994f,2,Distribution,Ultra-Policed
457f9e3f10958bdbb58c6d25,1,Possession,Normally Policed
